Batch ID,Test Date,Material ,Supplier,Heat Treatment,Sample Thickness (mm),Hardness (HRC),Tensile Strength (MPa),Yield Strength (MPa),Elongation (%),Carbon Equiv (%),Test Temp (C),Cycles to Failure,Defect Count,Operator,Test Machine,Pass/Fail,Notes
B2022-00279,2022-09-10,Steel 4140,Supplier B,As-Received,16.48,30.8HRC,760.3,639.6,26.1,0.316,21.9,3219.0,3.0,M. Chen,UTM-2,Fail,
B2022-00360,23-Jan-2022,Stainless 304,Supplier D,Annealed,4.55,24.3,626.4,517.6,40.5,0.238,21.4,65953.0,1.0,R. Patel,HT-4,Pass,Retest requested
B2023-00660,10/11/2023,Titanium Ti-6Al-4V,Supplier C,Annealed,10.81,34.0 hrc,888.7,742.9,10.7,0.405,24.6,33653.0,1.0,R. Patel,UTM-2,Pass,
B2023-00711,03/25/2023,steel 4140,Supplier B,Normalized,18.4,29.2,772.9,618.5,20.7,0.335,,,3.0,J. Kim,UTM-1,Fail,
B2022-00472,01/24/2022,Copper C110,Supplier D,Annealed,5.15,8.6,235.4,205.7,34.7,0.411,21.0,,1.0,M. Chen,UTM-1,Pass,"Cold room, verify temp log"
B2023-01165,2023-01-31,Steel 4140,Supplier A,Normalized,19.29,32.0,1005.8,871.7,16.7,0.398,24.9,35595.0,0.0,J. Kim,UTM-3,Pass,
B2023-00593,2023-07-13,Aluminum 6061,Supplier C,Quenched & Tempered,10.56,11.8HRC,342.3,,14.5,0.462,22.6,8390.0,2.0,A. Silva,UTM-2,Pass,
B2022-00824,2022-01-13,Aluminum 6061,Supplier_A,As-Received,7.36,11.2,301.3,231.1,16.3,0.277,18.0,,0.0,J. Kim,HT-4,Fail,
B2022-00672,08/14/2022,Copper C110,Supplier D,Annealed,8.97,11.4,240.5,197.8,35.6,0.334,22.5,48639.0,2.0,A. Silva,UTM-2,Pass,
B2022-01240,30-May-2022,Copper C110,Supplier C,Quenched & Tempered,4.66,10.3,238.6,193.8,30.9,0.389,17.7,,3.0,A. Silva,HT-4,Pass,
B2022-00150,2022-03-30,Titanium Ti-6Al-4V,Supplier_A,Quenched & Tempered,17.36,36.3HRC,1094.7,920.0,10.3,0.342,27.4,27500.0,0.0,A. Silva,UTM-1,Pass,
B2022-00768,2022-10-29,Stainless 304,Supplier B,Quenched & Tempered,11.06,23.5,569.5,462.7,46.6,0.389,20.2,,4.0,A. Silva,UTM-3,Pass,
B2023-00624,2023-10-11,STEEL 4140 ,Supplier D,Annealed,15.96,33.5,1006.4,810.1,17.3,0.281,23.9,,1.0,T. Nguyen,UTM-1,Pass,
B2022-01296,2022-12-21, Stainless304,Supplier C,Annealed,16.3,21.1,576.3,458.7,51.4,0.251,30.1,69291.0,0.0,M. Chen,UTM-1,Pass,
B2022-00259,2022-11-25,Steel 4140,Supplier A,As-Received,24.93,32.9 HRC,1051.4,871.5,16.5,0.438,32.8,43118.0,1.0,A. Silva,UTM-1,Pass,
B2024-01265,03-Aug-2024,Titanium Ti-6Al-4V,Supplier C,Normalized,10.26,35.2,964.7,794.4,8.9,0.284,22.2,31225.0,1.0,J. Kim,UTM-3,Pass,
B2023-00262,09/23/2023,Titanium Ti-6Al-4V,Supplier D,Normalized,18.28,37.6,973.5,808.6,10.3,0.193,21.7,21474.0,0.0,T. Nguyen,UTM-3,Pass,
B2024-01221,05/16/2024, Stainless304,supplier a,Quenched & Tempered,10.03,17.7,599.4,496.3,47.0,0.35,30.2,,1.0,A. Silva,HT-4,Pass,
B2023-00789,28-Dec-2023,Aluminum 6061,Supplier C,Quenched & Tempered,4.6,14.7,369.9,298.6,11.1,0.36,20.4,,1.0,M. Chen,HT-4,Pass,
B2022-01019,18-Mar-2022,Titanium Ti-6Al-4V,Supplier B,As-Received,17.31,38.7,602.4,456.6,,0.344,162.3,1925.0,2.0,A. Silva,HT-4,Fail,
B2023-00741,12/19/2023,Titanium Ti-6Al-4V,Supplier C,Quenched & Tempered,15.43,35.5,1033.8,901.1,6.9,0.321,19.4,30968.0,1.0,J. Kim,HT-4,Pass,
B2023-00912,09/26/2023,Stainless 304,Supplier A,Normalized,7.04,24.0 HRC,650.5,542.6,41.2,0.349,21.6,,3.0,J. Kim,UTM-3,Pass,
B2023-01298,2023-09-24,COPPER C110 ,Supplier C,Quenched & Tempered,4.2,7.8,237.6,180.7,36.1,0.309,18.6,,2.0,A. Silva,UTM-3,Pass,
B2022-00322,2022-04-07,Copper C110, Supplier B,Quenched & Tempered,3.32,8.9 hrc,178.1,151.8,,0.343,,,2.0,J. Kim,HT-4,Pass,
B2023-00352,2023-10-26,Titanium Ti-6Al-4V,Supplier D,Annealed,14.0,33.5 HRC,905.8,721.9,11.4,0.324,22.2,,2.0,T. Nguyen,UTM-1,Fail,
B2022-00042,09-May-2022,Titanium Ti-6Al-4V, Supplier B,Quenched & Tempered,14.52,36.1,827.6,658.5,8.1,0.363,24.3,28633.0,1.0,M. Chen,HT-4,Fail,
B2023-01040,31-May-2023,aluminum 6061,Supplier D,Normalized,2.41,15.0,280.7,208.3,13.9,0.286,171.7,,0.0,M. Chen,UTM-1,Pass,
B2022-00888,2022-01-07,Stainless 304,Supplier C,Quenched & Tempered,12.95,24.7,662.2,537.2,44.6,0.234,18.5,8707.0,1.0,T. Nguyen,UTM-2,Fail,
B2023-00840,2023-11-11,Copper C110, Supplier C,As-Received,6.21,7.6,191.8,153.9,36.3,0.425,137.2,,0.0,T. Nguyen,HT-4,Fail,
B2024-01336,27-Apr-2024,Steel 4140,Supplier B,As-Received,20.97,34.9,838.6,706.0,19.5,0.271,19.7,,4.0,J. Kim,HT-4,Pass,
B2022-00086,22-Jun-2022,ALUMINUM 6061,Supplier B,Normalized,8.5,13.2 HRC,268.8,211.6,15.4,0.435,14.9,,1.0,A. Silva,UTM-3,Pass,Surface porosity observed
B2022-00975,07/29/2022,Copper C110,supplier d,Quenched & Tempered,6.07,11.6,247.1,220.9,37.3,0.337,23.7,,0.0,M. Chen,HT-4,Pass,
B2022-01031,24-Mar-2022,Aluminum 6061,Supplier D,Quenched & Tempered,12.67,13.1,341.5,272.8,11.0,0.461,19.9,19758.0,1.0,M. Chen,UTM-1,Pass,
B2022-00978,2022-10-07,Titanium Ti-6Al-4V,Supplier C,Annealed,17.23,36.6,918.2,743.7,10.6,0.343,30.5,,2.0,A. Silva,UTM-3,Pass,
B2022-00627,09-Jun-2022,Aluminum 6061,Supplier B,As-Received,6.26,14.2,237.8,180.4,15.3,0.228,23.2,11035.0,2.0,T. Nguyen,UTM-1,Fail,
B2024-00588,2024-06-08,Copper C110,Supplier C,As-Received,4.72,11.1,236.1,175.2,36.8,0.337,20.5,45381.0,1.0,J. Kim,UTM-3,Pass,
B2024-00652,30-Apr-2024,Aluminum 6061,Supplier C,As-Received,9.49,15.8,330.2,282.7,11.9,0.408,22.5,,2.0,R. Patel,UTM-3,Pass,Sample slipped in grips - discard?
B2022-00731,14-Aug-2022,Stainless 304,Supplier D,Annealed,5.03,23.7 hrc,618.4,489.6,40.1,0.286,20.9,,0.0,R. Patel,UTM-2,Pass,Sample slipped in grips - discard?
B2022-00339,2022-08-31,Copper C110,Supplier A,As-Received,1.65,7.0,209.4,181.0,37.9,0.341,24.5,,2.0,A. Silva,UTM-3,Pass,
B2023-00018,2023-09-30,Copper C110,Supplier_C,Annealed,9.4,8.6,251.2,191.6,35.9,0.515,23.3,,0.0,T. Nguyen,UTM-2,Pass,
B2022-01263,2022-01-08,steel 4140,Supplier D,Annealed,13.65,30.7,911.0,706.9,16.1,0.49,20.2,,1.0,A. Silva,UTM-1,Pass,
B2022-01005,2022-09-16,Steel 4140,Supplier A,Normalized,16.31,29.8,979.1,853.5,11.7,0.44,28.3,10702.0,1.0,T. Nguyen,UTM-1,Pass,
B2023-01367,2023-08-05,Steel 4140,Supplier B,Quenched & Tempered,13.63,33.6 hrc,909.6,768.0,21.5,0.379,29.0,,4.0,M. Chen,UTM-3,Pass,
B2022-00728,2022-09-03,Stainless 304,Supplier D,Normalized,2.6,21.5,601.7,493.0,45.2,0.236,26.0,,1.0,A. Silva,UTM-2,Pass,Retest requested
B2022-00252,16-Oct-2022,Aluminum 6061,Supplier A,As-Received,2.68,11.0,278.9,250.7,13.5,0.348,25.7,28792.0,2.0,A. Silva,UTM-3,Pass,
B2023-00046,01-Mar-2023,Titanium Ti-6Al-4V,Supplier D,Annealed,19.08,37.1,939.5,723.3,15.9,0.336,26.4,26363.0,1.0,J. Kim,UTM-3,Pass,
B2022-01123,30-Mar-2022,Steel 4140,supplier b,Quenched & Tempered,24.85,31.1 HRC,851.1,731.0,19.7,0.4,18.2,8825.0,3.0,J. Kim,UTM-2,Pass,
B2023-00872,24-Jul-2023,Aluminum 6061,Supplier B,As-Received,12.79,14.6,234.9,225.5,17.2,0.213,27.1,,3.0,R. Patel,HT-4,Fail,
B2023-00137,2023-06-25,Stainless 304,Supplier C,Normalized,8.78,24.8HRC,532.3,435.1,49.1,0.262,139.5,2283.0,2.0,R. Patel,UTM-1,Fail,
B2022-00604,10/10/2022,steel 4140,Supplier A,Normalized,19.36,31.2 hrc,975.1,861.3,17.7,0.266,26.4,,3.0,M. Chen,UTM-2,Pass,
B2023-00559,01/05/2023,Aluminum 6061,Supplier D,Annealed,4.3,15.5,335.4,253.2,12.3,0.398,34.1,30686.0,0.0,J. Kim,UTM-1,Pass,
B2023-01375,04-Sep-2023,Copper C110,Supplier D,Quenched & Tempered,6.1,12.0 HRC,256.2,211.9,34.3,0.262,22.1,68270.0,0.0,J. Kim,HT-4,Pass,
B2022-00871,09-Sep-2022,Copper C110,Supplier B,Quenched & Tempered,5.54,11.0HRC,199.4,154.1,35.7,0.325,23.9,,0.0,A. Silva,UTM-3,Fail,
B2023-01338,01-Aug-2023,Copper C110, Supplier B,Annealed,7.23,10.0,171.7,143.8,34.7,0.292,22.9,133427.0,1.0,A. Silva,UTM-1,Pass,
B2023-01050,11/09/2023, Stainless304, Supplier A,As-Received,14.74,23.5HRC,657.0,532.4,45.8,0.479,26.5,29083.0,1.0,T. Nguyen,UTM-1,Pass,
B2022-00630,04-Jan-2022,Steel 4140,Supplier B,Normalized,21.56,32.5,823.7,682.5,19.0,0.184,17.7,,0.0,M. Chen,HT-4,Fail,
B2023-00971,12/20/2023,Stainless 304,Supplier C,Normalized,8.71,21.4,617.3,469.7,44.7,0.394,23.0,42820.0,1.0,R. Patel,UTM-1,Fail,Slight misalignment during test
B2022-00607,2022-07-03,Aluminum 6061,Supplier A,Annealed,4.75,12.4,301.2,265.6,11.9,0.379,20.9,,0.0,R. Patel,UTM-3,Pass,
B2022-01234,17-Nov-2022,Aluminum 6061,Supplier D,Normalized,14.18,13.3,303.1,276.2,,0.3,25.8,,0.0,T. Nguyen,HT-4,Pass,
B2022-00374,29-Sep-2022,Steel 4140,Supplier B,Quenched & Tempered,7.76,34.8,712.9,602.9,23.8,0.343,155.8,,4.0,T. Nguyen,UTM-2,Fail,
B2023-00332,10/26/2023,Aluminum 6061,Supplier B,Annealed,4.69,12.8,237.6,203.7,16.2,0.297,27.4,,2.0,A. Silva,UTM-2,Fail,
B2023-01367,08/03/2023,Steel 4140,Supplier B,Quenched & Tempered,9.66,32.0HRC,847.9,683.4,22.0,0.325,21.2,,4.0,T. Nguyen,UTM-3,Fail,
B2023-00729,11/13/2023,Steel 4140,Supplier D,Normalized,9.86,28.3,917.9,769.4,17.8,0.327,24.8,30536.0,1.0,J. Kim,HT-4,Pass,
B2023-00779,12/22/2023,Copper C110,Supplier A,Normalized,8.2,10.2,230.6,190.7,34.8,0.323,20.9,32978.0,1.0,A. Silva,UTM-1,Pass,
B2023-01160,2023-01-28,Copper C110,Supplier D,Annealed,2.99,10.4 HRC,221.3,184.6,,0.304,23.7,28858.0,2.0,R. Patel,HT-4,Pass,
B2022-00118,09/30/2022,Titanium Ti-6Al-4V, Supplier B,Normalized,6.15,37.0,830.1,708.7,12.7,0.227,21.0,,2.0,A. Silva,UTM-1,Pass,
B2022-00708,03/01/2022,Stainless 304,Supplier C,Annealed,12.2,23.7,588.4,509.2,43.6,0.215,22.1,,1.0,T. Nguyen,UTM-2,Pass,
B2024-00805,18-Jul-2024,Stainless 304,SUPPLIER B ,Quenched & Tempered,8.1,21.5,519.6,399.3,45.4,0.326,24.3,12979.0,2.0,A. Silva,UTM-3,Fail,
B2022-01123,29-Mar-2022,Steel 4140,Supplier B,Quenched & Tempered,21.3,28.6,807.4,611.3,19.2,0.29,23.0,,3.0,T. Nguyen,UTM-1,Pass,
B2023-00808,10/08/2023,Aluminum 6061,Supplier D,As-Received,4.85,12.5,296.6,,18.3,0.23,20.7,13219.0,1.0,T. Nguyen,HT-4,Pass,
B2023-01235,2023-06-11,Copper C110,Supplier B,Quenched & Tempered,8.51,10.6 hrc,198.2,180.5,36.8,0.359,24.6,9920.0,3.0,M. Chen,UTM-1,Fail,
B2022-01002,01-May-2022,Steel 4140,Supplier B,Annealed,13.67,32.1 HRC,757.1,578.3,21.5,0.509,21.0,,2.0,J. Kim,HT-4,Fail,
B2022-01369,25-Oct-2022,Stainless 304,Supplier C,Normalized,7.94,26.7HRC,667.5,547.1,47.1,0.315,25.5,15424.0,0.0,A. Silva,UTM-2,Pass,
B2024-01121,06/18/2024,Stainless 304,Supplier C,As-Received,6.15,24.5,594.5,467.1,46.0,0.185,29.6,,1.0,A. Silva,UTM-2,Pass,Grain flow irregular near edge
B2023-01245,06/02/2023,Stainless 304,Supplier A,Normalized,6.17,21.1,595.0,507.6,,0.309,16.9,,2.0,M. Chen,UTM-1,Pass,
B2024-00487,01-Aug-2024,STEEL 4140 ,Supplier B,Normalized,21.68,33.4,808.5,680.0,21.4,0.35,18.9,,3.0,R. Patel,HT-4,Pass,
B2024-00769,12-Jan-2024,Titanium-Ti-6Al-4V,Supplier D,As-Received,8.19,36.5,1055.4,894.2,4.0,0.406,28.1,,0.0,J. Kim,UTM-3,Pass,
B2022-01044,09/14/2022,Titanium Ti-6Al-4V,Supplier B,Normalized,6.62,32.8,738.3,665.1,15.5,0.473,24.6,6528.0,3.0,J. Kim,UTM-1,Fail,
B2023-00175,26-Mar-2023,Aluminum 6061,Supplier A,As-Received,11.33,15.8,327.7,281.5,12.3,0.448,22.8,,2.0,A. Silva,HT-4,Pass,
B2024-01236,09-Apr-2024,Stainless 304,Supplier A,As-Received,8.12,23.0 HRC,575.1,477.9,43.7,0.361,139.5,18708.0,1.0,J. Kim,UTM-3,Pass,
B2022-00589,2022-12-09,Titanium Ti-6Al-4V,Supplier D,Quenched & Tempered,11.28,35.6HRC,1092.2,,3.5,0.368,22.0,3902.0,4.0,T. Nguyen,UTM-1,Pass,
B2023-00531,23-Mar-2023,Aluminum 6061,Supplier B,Annealed,2.75,16.1 HRC,261.0,233.5,15.2,0.482,,,5.0,T. Nguyen,UTM-2,Pass,
B2023-00464,08-Nov-2023,Copper C110,Supplier C,Normalized,3.66,9.2,219.8,178.4,32.4,0.342,18.5,4794.0,2.0,J. Kim,UTM-1,Pass,
B2023-01400,04/26/2023,STAINLESS 304,Supplier D,Normalized,8.21,24.5,612.0,494.0,40.4,0.316,19.6,,0.0,A. Silva,UTM-3,Pass,
B2023-00174,2023-10-29,Steel 4140,Supplier C,Normalized,15.8,32.6,976.1,803.9,17.5,0.427,24.4,,1.0,A. Silva,HT-4,Pass,
B2024-01316,01/31/2024,Aluminum 6061,Supplier C,Normalized,14.29,14.4 hrc,307.6,257.8,12.4,0.343,17.6,,2.0,R. Patel,UTM-1,Pass,
B2023-00621,2023-03-17,Titanium Ti-6Al-4V,Supplier D,Quenched & Tempered,13.38,36.3,1097.6,824.9,6.9,0.444,19.6,,1.0,R. Patel,UTM-2,Pass,
B2023-01158,2023-03-02,Stainless 304,supplier c,Quenched & Tempered,11.13,27.6,692.6,591.3,42.4,0.363,26.7,,1.0,J. Kim,UTM-3,Pass,
B2022-01351,2022-05-17,Copper C110,Supplier B,Annealed,1.97,9.4 hrc,169.9,140.4,36.4,0.294,20.7,27098.0,1.0,T. Nguyen,UTM-2,Fail,
B2023-00640,10/23/2023,Titanium Ti-6Al-4V,Supplier D,As-Received,16.8,39.8,1018.4,843.0,9.9,0.369,25.5,,0.0,J. Kim,HT-4,Pass,
B2022-00369,2022-02-12,Steel-4140,Supplier C,Quenched & Tempered,13.32,32.1 HRC,1032.9,878.2,,0.376,29.8,,3.0,R. Patel,UTM-3,Pass,Retest requested
B2022-00724,04/10/2022,Copper C110,Supplier C,Normalized,5.46,9.4,227.9,206.8,33.8,0.283,29.3,,1.0,R. Patel,HT-4,Pass,
B2022-00424,30-Oct-2022,Titanium Ti-6Al-4V,Supplier A,Normalized,5.44,35.8,971.8,837.0,13.0,0.412,21.6,,1.0,A. Silva,UTM-1,Pass,
B2022-00682,05-Mar-2022,Titanium-Ti-6Al-4V,Supplier A,As-Received,17.57,34.7,951.1,773.0,7.6,0.442,30.0,12333.0,3.0,R. Patel,HT-4,Pass,
B2022-01358,22-Dec-2022,Stainless 304,Supplier C,Normalized,15.99,21.5,614.8,511.8,48.3,0.361,22.4,,0.0,T. Nguyen,UTM-1,Pass,
B2024-00625,01/30/2024,Copper C110,Supplier A,As-Received,9.67,8.9 hrc,232.4,188.3,,0.298,28.2,36543.0,1.0,R. Patel,UTM-1,Pass,
B2023-00814,17-Apr-2023,Stainless 304,Supplier D,Annealed,11.74,24.1,651.7,562.8,44.5,0.467,18.5,,1.0,M. Chen,UTM-2,Pass,
B2023-01367,2023-08-03,Steel 4140,Supplier B,Quenched & Tempered,19.47,36.0,920.0,739.1,18.9,0.295,26.5,7542.0,3.0,A. Silva,UTM-3,Fail,
B2023-00491,11/03/2023,Aluminum 6061,SUPPLIER C ,Normalized,11.66,14.6,295.7,224.4,13.2,0.372,,,0.0,R. Patel,UTM-1,Pass,
B2022-01151,21-Dec-2022,STEEL 4140 ,Supplier D,Normalized,22.12,31.8,1041.4,880.5,18.2,0.44,24.6,,0.0,T. Nguyen,UTM-1,Fail,
B2023-01080,09/10/2023,Copper C110,Supplier D,Quenched & Tempered,5.17,6.5,245.1,208.0,34.4,0.443,20.8,,0.0,R. Patel,UTM-2,Pass,
B2023-01169,2023-07-18,Steel 4140,Supplier A,Annealed,11.15,30.9,868.0,748.2,18.0,0.339,23.2,16334.0,1.0,J. Kim,HT-4,Pass,
B2024-00522,2024-03-28,Copper C110,Supplier C,Normalized,9.43,9.2,234.4,210.5,35.0,0.515,24.5,,0.0,J. Kim,HT-4,Fail,
B2024-01183,02/25/2024,Titanium Ti-6Al-4V,Supplier A,Quenched & Tempered,18.45,32.6,964.4,793.1,,0.37,26.1,32884.0,0.0,M. Chen,UTM-2,Pass,
B2024-01377,2024-02-27,Titanium Ti-6Al-4V,Supplier A,As-Received,17.53,35.4HRC,755.7,621.9,14.7,0.416,,,2.0,M. Chen,UTM-3,Fail,
B2024-00498,05/29/2024,Steel 4140,SUPPLIER C ,Quenched & Tempered,24.06,34.9,1065.2,815.0,20.1,0.377,,39274.0,1.0,R. Patel,UTM-1,Pass,
B2022-00715,03/12/2022,Stainless 304, Supplier B,Annealed,6.81,21.4HRC,443.3,328.7,44.4,0.428,21.9,55994.0,0.0,A. Silva,HT-4,Fail,
B2022-01139,2022-04-20,Titanium Ti-6Al-4V,Supplier_C,As-Received,10.76,35.6,955.0,810.3,9.3,0.232,15.5,30722.0,0.0,R. Patel,HT-4,Pass,
B2024-00143,2024-05-13,Titanium Ti-6Al-4V,Supplier D,Normalized,4.36,35.9,1044.5,795.0,7.7,0.31,,,0.0,T. Nguyen,UTM-1,Pass,
B2022-01044,09/17/2022,Titanium Ti-6Al-4V, Supplier B,Normalized,6.1,37.0,824.5,664.2,11.5,0.328,25.6,7694.0,3.0,J. Kim,UTM-1,Pass,
B2023-00705,01/11/2023,steel 4140,Supplier B,Quenched & Tempered,23.61,31.5 hrc,847.8,687.9,17.6,0.404,20.4,16383.0,2.0,R. Patel,UTM-3,Fail,
B2022-00584,06-Dec-2022,Stainless 304, Supplier B,Normalized,5.49,23.4,484.3,380.6,45.9,0.216,27.3,,2.0,J. Kim,UTM-3,Fail,
B2022-00566,29-Aug-2022,Copper C110,Supplier B,Annealed,4.88,7.2 hrc,176.7,132.1,34.2,0.427,14.6,27551.0,2.0,T. Nguyen,UTM-1,Fail,
B2022-00236,2022-02-18,Aluminum 6061,Supplier B,Annealed,8.29,14.4HRC,240.0,,14.5,0.379,23.4,,3.0,T. Nguyen,HT-4,Fail,
B2023-01396,2023-08-13,COPPER C110 ,Supplier C,Annealed,2.81,9.3HRC,223.8,178.9,35.3,0.46,30.1,,2.0,R. Patel,UTM-2,Pass,
B2022-01233,01/22/2022,Steel 4140,SUPPLIER B ,As-Received,24.18,34.5,631.9,534.5,22.5,0.411,138.1,4087.0,0.0,J. Kim,UTM-3,Fail,
B2024-00718,2024-02-12,Titanium Ti-6Al-4V,Supplier C,As-Received,13.01,34.1 HRC,935.3,,8.8,0.529,22.4,,1.0,,HT-4,Pass,
B2022-00309,07-Mar-2022,Titanium Ti-6Al-4V,Supplier C,Annealed,8.85,32.9,718.3,535.9,12.7,0.211,149.8,,3.0,T. Nguyen,HT-4,Fail,
B2022-01392,2022-09-22,Aluminum 6061,supplier b,Normalized,6.27,13.9,258.3,211.9,15.4,0.361,24.0,,3.0,T. Nguyen,HT-4,Fail,
B2022-00708,2022-03-02,Stainless 304,Supplier C,Annealed,7.71,22.6 HRC,611.2,503.1,45.8,0.343,23.4,,0.0,M. Chen,HT-4,Pass,
B2022-00060,05-Mar-2022,Aluminum 6061,Supplier C,As-Received,7.29,10.4,289.3,230.1,15.2,0.29,19.0,75405.0,0.0,J. Kim,UTM-2,Fail,
B2024-00860,07/30/2024,Aluminum 6061,Supplier C,Annealed,5.99,9.2,263.7,226.9,14.9,0.363,26.7,,2.0,J. Kim,UTM-3,Fail,
B2024-00445,2024-04-18,Aluminum 6061,Supplier D,Quenched & Tempered,11.91,16.7,367.2,301.6,15.0,0.259,26.6,35282.0,1.0,M. Chen,UTM-1,Pass,
B2024-00066,2024-06-03,Aluminum 6061,Supplier B,Annealed,2.41,14.9,264.9,193.9,14.7,0.408,23.5,,4.0,M. Chen,UTM-2,Fail,
B2024-01337,25-Jan-2024,Steel 4140,SUPPLIER B ,Quenched & Tempered,18.25,32.0,924.4,776.7,15.3,0.302,21.3,,3.0,R. Patel,HT-4,Pass,
B2022-00883,2022-08-12,Copper C110,Supplier D,As-Received,7.35,7.9,180.3,139.8,36.3,0.164,24.1,,1.0,J. Kim,UTM-1,Fail,
B2023-01231,10-Jul-2023,Steel-4140,Supplier B,As-Received,22.53,32.7 hrc,709.5,575.4,20.5,0.146,22.5,,0.0,A. Silva,UTM-1,Fail,
B2022-00694,2022-08-10,Copper-C110,Supplier A,Annealed,7.05,11.8,241.5,200.1,34.7,0.346,20.7,,1.0,T. Nguyen,UTM-2,Pass,
B2023-00680,2023-04-12,Stainless 304,Supplier C,As-Received,9.0,21.7HRC,603.4,525.5,46.4,0.277,23.1,,5.0,M. Chen,UTM-3,Fail,
B2023-01122,2023-10-07,Aluminum 6061,supplier b,Quenched & Tempered,2.52,12.6,270.3,222.6,19.8,0.302,23.6,,5.0,M. Chen,UTM-3,Fail,
B2024-00778,06-Apr-2024,Stainless 304,Supplier B,Annealed,13.2,18.0,409.8,346.3,47.9,0.268,27.6,,,M. Chen,UTM-1,Fail,
B2023-00629,24-Jun-2023,Titanium Ti-6Al-4V,Supplier D,Annealed,4.19,36.6HRC,1001.1,852.4,7.9,0.346,22.9,,0.0,M. Chen,HT-4,Fail,
B2022-00924,2022-03-02,Aluminum 6061,Supplier C,As-Received,4.19,13.8,291.7,247.1,18.7,0.342,24.9,14324.0,1.0,M. Chen,UTM-1,Fail,
B2022-01331,10-Apr-2022,Steel 4140, Supplier D,As-Received,14.22,32.7,964.4,784.6,16.6,0.34,27.3,,1.0,J. Kim,UTM-2,Pass,
B2024-00652,04/29/2024,Aluminum 6061,Supplier C,As-Received,11.48,15.3,307.4,233.0,14.0,0.243,22.2,,0.0,T. Nguyen,HT-4,Pass,Sample slipped in grips - discard?
B2022-00969,2022-03-02,Titanium Ti-6Al-4V,Supplier D,Annealed,4.86,34.4,886.8,711.7,8.7,0.343,17.0,,,A. Silva,UTM-3,Fail,
B2022-00756,17-Sep-2022,Copper C110,Supplier_C,Normalized,9.96,7.8,139.7,126.3,36.8,0.251,158.0,,1.0,A. Silva,HT-4,Fail,
B2022-00702,10/19/2022,Titanium Ti-6Al-4V,supplier b,Quenched & Tempered,7.1,40.6,995.1,764.5,,0.442,24.5,6076.0,2.0,R. Patel,UTM-2,Pass,
B2023-00010,19-Nov-2023, TitaniumTi6Al4V,Supplier A,As-Received,14.1,34.0,801.6,652.3,,0.453,140.6,,2.0,M. Chen,HT-4,Pass,
B2022-00861,2022-07-18,Titanium Ti-6Al-4V,Supplier B,As-Received,10.96,35.8,743.3,643.2,12.3,0.276,17.3,,5.0,R. Patel,HT-4,Fail,
B2022-01369,10/28/2022,Stainless 304,supplier c,Normalized,16.98,25.3 hrc,672.5,545.8,42.2,0.332,25.1,13759.0,,J. Kim,UTM-1,Pass,
B2022-00628,09/06/2022,stainless 304,Supplier C,Annealed,11.79,21.0 HRC,576.5,441.0,47.3,0.364,26.7,,5.0,J. Kim,UTM-1,Fail,
B2022-00821,01/24/2022,Steel 4140,SUPPLIER D ,Annealed,16.5,32.2,910.2,783.6,18.1,0.351,20.7,,2.0,J. Kim,UTM-3,Pass,
B2023-00741,2023-12-21,titanium ti-6al-4v,Supplier C,Quenched & Tempered,19.92,34.5,1049.0,864.0,,0.375,20.4,,3.0,A. Silva,UTM-1,Pass,
B2022-01286,01/29/2022,Titanium Ti-6Al-4V,Supplier B,Annealed,,36.7,731.4,621.5,15.1,0.428,23.7,16778.0,1.0,R. Patel,HT-4,Pass,
B2022-00070,2022-01-06,Steel 4140,Supplier C,Normalized,17.67,30.5,949.3,823.0,16.2,0.282,26.1,,1.0,T. Nguyen,HT-4,Pass,
B2022-01151,2022-12-21,Steel 4140,Supplier D,Normalized,19.43,26.6,913.0,759.5,19.9,0.46,27.8,,2.0,A. Silva,HT-4,Pass,
B2023-00735,2023-07-15,Copper C110, Supplier A,Annealed,,9.2,210.4,163.3,30.5,0.241,28.2,,1.0,J. Kim,HT-4,Pass,
B2023-00262,2023-09-22,Titanium Ti-6Al-4V,Supplier D,Normalized,17.11,34.4,971.9,791.8,9.8,0.32,26.6,,2.0,A. Silva,UTM-3,Pass,
B2023-01201,2023-02-25,Stainless-304 ,Supplier C,Normalized,9.83,20.1,624.3,535.4,41.0,0.493,23.4,22346.0,2.0,J. Kim,UTM-3,Pass,
B2023-01168,2023-12-28,Stainless 304,Supplier_D,As-Received,10.73,21.5 hrc,602.1,493.9,45.0,0.362,27.2,,0.0,J. Kim,UTM-1,Fail,
B2022-01309,2022-09-21,STEEL 4140 ,Supplier A,As-Received,20.08,28.9,885.2,705.9,20.0,0.243,23.7,,1.0,M. Chen,UTM-2,Pass,
B2022-00155,2022-03-12,Aluminum-6061,Supplier A,Annealed,10.24,13.0,287.5,247.3,17.2,0.279,20.9,,3.0,T. Nguyen,UTM-3,Pass,
B2023-00754,2023-01-03,Aluminum 6061,Supplier C,Quenched & Tempered,14.7,15.0,356.6,302.7,10.5,0.359,18.3,61177.0,2.0,J. Kim,HT-4,Pass,
B2022-00885,01-Aug-2022,Titanium Ti-6Al-4V,Supplier B,Annealed,3.08,35.2,697.6,602.7,14.0,0.485,25.0,,1.0,R. Patel,UTM-2,Fail,
B2022-00197,2022-02-11,Steel 4140,Supplier C,Quenched & Tempered,6.53,32.6,1096.4,874.0,14.4,0.343,20.5,178913.0,0.0,R. Patel,UTM-1,Pass,
